Layes_Number,Node_Firest_Layer,Node_Middle_Layer,DropOut,Input_Feature,Antibiotic,Cross_Validation,TN,FP,FN,TP,S.PRC,S.RCL,R.PRC,R.RCL,S.FSc,R.FSc,Accuracy
2,200,100,0.8,GSY,CTZ,CV_1,299,12,41,21,0.879411765,0.636363636,0.961414791,0.338709677,0.91858679,0.442105263,0.857908847
2,200,100,0.8,GSY,CTX,CV_1,279,8,49,26,0.850609756,0.764705882,0.972125436,0.346666667,0.907317073,0.47706422,0.842541436
2,200,100,0.8,GSY,AMP,CV_1,24,10,31,92,0.436363636,0.901960784,0.705882353,0.74796748,0.539325843,0.817777778,0.738853503
2,200,100,0.8,GSY,AMX,CV_1,60,20,35,103,0.631578947,0.837398374,0.75,0.746376812,0.685714286,0.789272031,0.747706422
2,200,100,0.8,GSY,AMC,CV_1,199,33,51,53,0.796,0.61627907,0.857758621,0.509615385,0.825726141,0.557894737,0.75
2,200,100,0.8,GSY,CXM,CV_1,257,19,42,55,0.859531773,0.743243243,0.93115942,0.567010309,0.893913043,0.643274854,0.836461126
2,200,100,0.8,GSY,CET,CV_1,39,11,28,79,0.582089552,0.877777778,0.78,0.738317757,0.666666667,0.802030457,0.751592357
2,200,100,0.8,GSY,GEN,CV_1,311,9,40,13,0.886039886,0.590909091,0.971875,0.245283019,0.926974665,0.346666667,0.868632708
2,200,100,0.8,GSY,TBM,CV_1,101,6,19,31,0.841666667,0.837837838,0.943925234,0.62,0.889867841,0.712643678,0.840764331
2,200,100,0.8,GSY,TMP,CV_1,75,18,16,48,0.824175824,0.727272727,0.806451613,0.75,0.815217391,0.738461538,0.78343949
2,200,100,0.8,GSY,CIP,CV_1,281,7,16,69,0.946127946,0.907894737,0.975694444,0.811764706,0.960683761,0.857142857,0.938337802
2,200,100,0.8,GSY,CTZ,CV_2,298,11,40,28,0.881656805,0.717948718,0.964401294,0.411764706,0.921174652,0.523364486,0.864721485
2,200,100,0.8,GSY,CTX,CV_2,270,14,53,28,0.835913313,0.666666667,0.950704225,0.345679012,0.889621087,0.455284553,0.816438356
2,200,100,0.8,GSY,AMP,CV_2,28,15,19,92,0.595744681,0.859813084,0.651162791,0.828828829,0.622222222,0.844036697,0.779220779
2,200,100,0.8,GSY,AMX,CV_2,57,24,40,97,0.587628866,0.801652893,0.703703704,0.708029197,0.640449438,0.751937984,0.706422018
2,200,100,0.8,GSY,AMC,CV_2,175,46,58,57,0.751072961,0.553398058,0.791855204,0.495652174,0.77092511,0.52293578,0.69047619
2,200,100,0.8,GSY,CXM,CV_2,253,18,49,57,0.837748344,0.76,0.933579336,0.537735849,0.883071553,0.629834254,0.822281167
2,200,100,0.8,GSY,CET,CV_2,37,21,25,71,0.596774194,0.77173913,0.637931034,0.739583333,0.616666667,0.755319149,0.701298701
2,200,100,0.8,GSY,GEN,CV_2,305,11,37,24,0.891812865,0.685714286,0.965189873,0.393442623,0.927051672,0.5,0.872679045
2,200,100,0.8,GSY,TBM,CV_2,96,10,12,36,0.888888889,0.782608696,0.905660377,0.75,0.897196262,0.765957447,0.857142857
2,200,100,0.8,GSY,TMP,CV_2,73,12,17,52,0.811111111,0.8125,0.858823529,0.753623188,0.834285714,0.781954887,0.811688312
2,200,100,0.8,GSY,CIP,CV_2,281,10,25,61,0.918300654,0.85915493,0.965635739,0.709302326,0.941373534,0.777070064,0.907161804
2,200,100,0.8,GSY,CTZ,CV_3,290,9,68,13,0.810055866,0.590909091,0.969899666,0.160493827,0.882800609,0.252427184,0.797368421
2,200,100,0.8,GSY,CTX,CV_3,266,9,43,37,0.860841424,0.804347826,0.967272727,0.4625,0.910958904,0.587301587,0.853521127
2,200,100,0.8,GSY,AMP,CV_3,27,14,24,93,0.529411765,0.869158879,0.658536585,0.794871795,0.586956522,0.830357143,0.759493671
2,200,100,0.8,GSY,AMX,CV_3,54,34,29,101,0.65060241,0.748148148,0.613636364,0.776923077,0.631578947,0.762264151,0.711009174
2,200,100,0.8,GSY,AMC,CV_3,188,46,51,51,0.786610879,0.525773196,0.803418803,0.5,0.794926004,0.512562814,0.711309524
2,200,100,0.8,GSY,CXM,CV_3,239,23,76,42,0.758730159,0.646153846,0.91221374,0.355932203,0.828422877,0.459016393,0.739473684
2,200,100,0.8,GSY,CET,CV_3,42,21,22,73,0.65625,0.776595745,0.666666667,0.768421053,0.661417323,0.772486772,0.727848101
2,200,100,0.8,GSY,GEN,CV_3,305,9,49,17,0.861581921,0.653846154,0.97133758,0.257575758,0.913173653,0.369565217,0.847368421
2,200,100,0.8,GSY,TBM,CV_3,90,14,15,39,0.857142857,0.735849057,0.865384615,0.722222222,0.861244019,0.728971963,0.816455696
2,200,100,0.8,GSY,TMP,CV_3,61,23,18,56,0.772151899,0.708860759,0.726190476,0.756756757,0.748466258,0.732026144,0.740506329
2,200,100,0.8,GSY,CIP,CV_3,272,7,22,79,0.925170068,0.918604651,0.974910394,0.782178218,0.94938918,0.844919786,0.923684211
2,200,100,0.8,GSY,CTZ,CV_4,304,6,47,14,0.866096866,0.7,0.980645161,0.229508197,0.919818457,0.345679012,0.857142857
2,200,100,0.8,GSY,CTX,CV_4,274,12,47,27,0.853582555,0.692307692,0.958041958,0.364864865,0.902800659,0.477876106,0.836111111
2,200,100,0.8,GSY,AMP,CV_4,24,20,21,96,0.533333333,0.827586207,0.545454545,0.820512821,0.539325843,0.824034335,0.745341615
2,200,100,0.8,GSY,AMX,CV_4,57,36,29,96,0.662790698,0.727272727,0.612903226,0.768,0.636871508,0.747081712,0.701834862
2,200,100,0.8,GSY,AMC,CV_4,177,49,62,48,0.740585774,0.494845361,0.783185841,0.436363636,0.761290323,0.463768116,0.669642857
2,200,100,0.8,GSY,CXM,CV_4,253,18,52,48,0.829508197,0.727272727,0.933579336,0.48,0.878472222,0.578313253,0.811320755
2,200,100,0.8,GSY,CET,CV_4,48,12,22,79,0.685714286,0.868131868,0.8,0.782178218,0.738461538,0.822916667,0.788819876
2,200,100,0.8,GSY,GEN,CV_4,295,17,38,21,0.885885886,0.552631579,0.945512821,0.355932203,0.914728682,0.432989691,0.851752022
2,200,100,0.8,GSY,TBM,CV_4,95,16,19,31,0.833333333,0.659574468,0.855855856,0.62,0.844444444,0.639175258,0.782608696
2,200,100,0.8,GSY,TMP,CV_4,75,14,26,46,0.742574257,0.766666667,0.842696629,0.638888889,0.789473684,0.696969697,0.751552795
2,200,100,0.8,GSY,CIP,CV_4,265,14,18,74,0.93639576,0.840909091,0.949820789,0.804347826,0.943060498,0.822222222,0.913746631
2,200,100,0.8,SY,CTZ,CV_1,308,3,59,3,0.839237057,0.5,0.990353698,0.048387097,0.908554572,0.088235294,0.833780161
2,200,100,0.8,SY,CTX,CV_1,260,27,42,33,0.860927152,0.55,0.905923345,0.44,0.882852292,0.488888889,0.809392265
2,200,100,0.8,SY,AMP,CV_1,22,12,36,87,0.379310345,0.878787879,0.647058824,0.707317073,0.47826087,0.783783784,0.694267516
2,200,100,0.8,SY,AMX,CV_1,47,33,43,95,0.522222222,0.7421875,0.5875,0.688405797,0.552941176,0.714285714,0.651376147
2,200,100,0.8,SY,AMC,CV_1,178,54,52,52,0.773913043,0.490566038,0.767241379,0.5,0.770562771,0.495238095,0.68452381
2,200,100,0.8,SY,CXM,CV_1,268,8,76,21,0.779069767,0.724137931,0.971014493,0.216494845,0.864516129,0.333333333,0.774798928
2,200,100,0.8,SY,CET,CV_1,34,16,31,76,0.523076923,0.826086957,0.68,0.710280374,0.591304348,0.763819095,0.700636943
2,200,100,0.8,SY,GEN,CV_1,312,8,39,14,0.888888889,0.636363636,0.975,0.264150943,0.929955291,0.373333333,0.873994638
2,200,100,0.8,SY,TBM,CV_1,100,7,30,20,0.769230769,0.740740741,0.934579439,0.4,0.843881857,0.519480519,0.76433121
2,200,100,0.8,SY,TMP,CV_1,66,27,19,45,0.776470588,0.625,0.709677419,0.703125,0.741573034,0.661764706,0.707006369
2,200,100,0.8,SY,CIP,CV_1,277,11,28,57,0.908196721,0.838235294,0.961805556,0.670588235,0.934232715,0.745098039,0.895442359
2,200,100,0.8,SY,CTZ,CV_2,306,3,66,2,0.822580645,0.4,0.990291262,0.029411765,0.898678414,0.054794521,0.816976127
2,200,100,0.8,SY,CTX,CV_2,267,17,58,23,0.821538462,0.575,0.940140845,0.283950617,0.876847291,0.380165289,0.794520548
2,200,100,0.8,SY,AMP,CV_2,22,21,24,87,0.47826087,0.805555556,0.511627907,0.783783784,0.494382022,0.794520548,0.707792208
2,200,100,0.8,SY,AMX,CV_2,38,43,39,98,0.493506494,0.695035461,0.469135802,0.715328467,0.481012658,0.705035971,0.623853211
2,200,100,0.8,SY,AMC,CV_2,196,25,79,36,0.712727273,0.590163934,0.886877828,0.313043478,0.790322581,0.409090909,0.69047619
2,200,100,0.8,SY,CXM,CV_2,239,32,73,33,0.766025641,0.507692308,0.881918819,0.311320755,0.819897084,0.385964912,0.721485411
2,200,100,0.8,SY,CET,CV_2,38,20,32,64,0.542857143,0.761904762,0.655172414,0.666666667,0.59375,0.711111111,0.662337662
2,200,100,0.8,SY,GEN,CV_2,311,5,55,6,0.849726776,0.545454545,0.984177215,0.098360656,0.91202346,0.166666667,0.840848806
2,200,100,0.8,SY,TBM,CV_2,99,7,19,29,0.838983051,0.805555556,0.933962264,0.604166667,0.883928571,0.69047619,0.831168831
2,200,100,0.8,SY,TMP,CV_2,60,25,23,46,0.722891566,0.647887324,0.705882353,0.666666667,0.714285714,0.657142857,0.688311688
2,200,100,0.8,SY,CIP,CV_2,265,26,30,56,0.898305085,0.682926829,0.910652921,0.651162791,0.90443686,0.666666667,0.851458886
2,200,100,0.8,SY,CTZ,CV_3,294,5,76,5,0.794594595,0.5,0.983277592,0.061728395,0.878923767,0.10989011,0.786842105
2,200,100,0.8,SY,CTX,CV_3,274,1,60,20,0.820359281,0.952380952,0.996363636,0.25,0.899835796,0.396039604,0.828169014
2,200,100,0.8,SY,AMP,CV_3,19,22,24,93,0.441860465,0.808695652,0.463414634,0.794871795,0.452380952,0.801724138,0.708860759
2,200,100,0.8,SY,AMX,CV_3,54,34,50,80,0.519230769,0.701754386,0.613636364,0.615384615,0.5625,0.655737705,0.614678899
2,200,100,0.8,SY,AMC,CV_3,191,43,52,50,0.78600823,0.537634409,0.816239316,0.490196078,0.800838574,0.512820513,0.717261905
2,200,100,0.8,SY,CXM,CV_3,237,25,82,36,0.742946708,0.590163934,0.904580153,0.305084746,0.815834768,0.402234637,0.718421053
2,200,100,0.8,SY,CET,CV_3,47,16,29,66,0.618421053,0.804878049,0.746031746,0.694736842,0.676258993,0.745762712,0.715189873
2,200,100,0.8,SY,GEN,CV_3,299,15,59,7,0.835195531,0.318181818,0.952229299,0.106060606,0.889880952,0.159090909,0.805263158
2,200,100,0.8,SY,TBM,CV_3,100,4,27,27,0.787401575,0.870967742,0.961538462,0.5,0.865800866,0.635294118,0.803797468
2,200,100,0.8,SY,TMP,CV_3,66,18,34,40,0.66,0.689655172,0.785714286,0.540540541,0.717391304,0.606060606,0.670886076
2,200,100,0.8,SY,CIP,CV_3,279,0,101,0,0.734210526,0,1,0,0.846737481,0,0.734210526
2,200,100,0.8,SY,CTZ,CV_4,310,0,61,0,0.835579515,0,1,0,0.910425844,0,0.835579515
2,200,100,0.8,SY,CTX,CV_4,286,0,74,0,0.794444444,0,1,0,0.885448916,0,0.794444444
2,200,100,0.8,SY,AMP,CV_4,0,44,1,116,0,0.725,0,0.991452991,0,0.837545126,0.720496894
2,200,100,0.8,SY,AMX,CV_4,6,87,6,119,0.5,0.577669903,0.064516129,0.952,0.114285714,0.719033233,0.573394495
2,200,100,0.8,SY,AMC,CV_4,226,0,110,0,0.672619048,0,1,0,0.804270463,0,0.672619048
2,200,100,0.8,SY,CXM,CV_4,271,0,100,0,0.730458221,0,1,0,0.84423676,0,0.730458221
2,200,100,0.8,SY,CET,CV_4,3,57,0,101,1,0.639240506,0.05,1,0.095238095,0.77992278,0.645962733
2,200,100,0.8,SY,GEN,CV_4,312,0,59,0,0.84097035,0,1,0,0.913616398,0,0.84097035
2,200,100,0.8,SY,TBM,CV_4,111,0,46,4,0.707006369,1,1,0.08,0.828358209,0.148148148,0.714285714
2,200,100,0.8,SY,TMP,CV_4,83,6,62,10,0.572413793,0.625,0.93258427,0.138888889,0.709401709,0.227272727,0.577639752
2,200,100,0.8,SY,CIP,CV_4,276,3,57,35,0.828828829,0.921052632,0.989247312,0.380434783,0.901960784,0.538461538,0.838274933
2,200,100,0.8,GY,CTZ,CV_1,311,0,62,0,0.833780161,0,1,0,0.909356725,0,0.833780161
2,200,100,0.8,GY,CTX,CV_1,287,0,75,0,0.79281768,0,1,0,0.884437596,0,0.79281768
2,200,100,0.8,GY,AMP,CV_1,0,34,0,123,0,0.78343949,0,1,0,0.878571429,0.78343949
2,200,100,0.8,GY,AMX,CV_1,17,63,15,123,0.53125,0.661290323,0.2125,0.891304348,0.303571429,0.759259259,0.642201835
2,200,100,0.8,GY,AMC,CV_1,232,0,104,0,0.69047619,0,1,0,0.816901408,0,0.69047619
2,200,100,0.8,GY,CXM,CV_1,276,0,97,0,0.739946381,0,1,0,0.850539291,0,0.739946381
2,200,100,0.8,GY,CET,CV_1,23,27,17,90,0.575,0.769230769,0.46,0.841121495,0.511111111,0.803571429,0.719745223
2,200,100,0.8,GY,GEN,CV_1,320,0,53,0,0.857908847,0,1,0,0.923520924,0,0.857908847
2,200,100,0.8,GY,TBM,CV_1,107,0,50,0,0.681528662,0,1,0,0.810606061,0,0.681528662
2,200,100,0.8,GY,TMP,CV_1,78,15,35,29,0.690265487,0.659090909,0.838709677,0.453125,0.757281553,0.537037037,0.681528662
2,200,100,0.8,GY,CIP,CV_1,288,0,85,0,0.772117962,0,1,0,0.871406959,0,0.772117962
2,200,100,0.8,GY,CTZ,CV_2,309,0,68,0,0.819628647,0,1,0,0.900874636,0,0.819628647
2,200,100,0.8,GY,CTX,CV_2,284,0,81,0,0.778082192,0,1,0,0.875192604,0,0.778082192
2,200,100,0.8,GY,AMP,CV_2,0,43,0,111,0,0.720779221,0,1,0,0.837735849,0.720779221
2,200,100,0.8,GY,AMX,CV_2,8,73,0,137,1,0.652380952,0.098765432,1,0.179775281,0.78962536,0.665137615
2,200,100,0.8,GY,AMC,CV_2,221,0,115,0,0.657738095,0,1,0,0.793536804,0,0.657738095
2,200,100,0.8,GY,CXM,CV_2,271,0,106,0,0.718832891,0,1,0,0.836419753,0,0.718832891
2,200,100,0.8,GY,CET,CV_2,19,39,12,84,0.612903226,0.682926829,0.327586207,0.875,0.426966292,0.767123288,0.668831169
2,200,100,0.8,GY,GEN,CV_2,316,0,61,0,0.838196286,0,1,0,0.911976912,0,0.838196286
2,200,100,0.8,GY,TBM,CV_2,106,0,48,0,0.688311688,0,1,0,0.815384615,0,0.688311688
2,200,100,0.8,GY,TMP,CV_2,77,8,30,39,0.719626168,0.829787234,0.905882353,0.565217391,0.802083333,0.672413793,0.753246753
2,200,100,0.8,GY,CIP,CV_2,291,0,86,0,0.771883289,0,1,0,0.871257485,0,0.771883289
2,200,100,0.8,GY,CTZ,CV_3,299,0,81,0,0.786842105,0,1,0,0.880706922,0,0.786842105
2,200,100,0.8,GY,CTX,CV_3,275,0,80,0,0.774647887,0,1,0,0.873015873,0,0.774647887
2,200,100,0.8,GY,AMP,CV_3,0,41,0,117,0,0.740506329,0,1,0,0.850909091,0.740506329
2,200,100,0.8,GY,AMX,CV_3,1,87,1,129,0.5,0.597222222,0.011363636,0.992307692,0.022222222,0.74566474,0.596330275
2,200,100,0.8,GY,AMC,CV_3,234,0,102,0,0.696428571,0,1,0,0.821052632,0,0.696428571
2,200,100,0.8,GY,CXM,CV_3,262,0,118,0,0.689473684,0,1,0,0.816199377,0,0.689473684
2,200,100,0.8,GY,CET,CV_3,0,63,0,95,0,0.601265823,0,1,0,0.750988142,0.601265823
2,200,100,0.8,GY,GEN,CV_3,314,0,66,0,0.826315789,0,1,0,0.904899135,0,0.826315789
2,200,100,0.8,GY,TBM,CV_3,104,0,54,0,0.658227848,0,1,0,0.79389313,0,0.658227848
2,200,100,0.8,GY,TMP,CV_3,65,19,48,26,0.575221239,0.577777778,0.773809524,0.351351351,0.659898477,0.43697479,0.575949367
2,200,100,0.8,GY,CIP,CV_3,279,0,101,0,0.734210526,0,1,0,0.846737481,0,0.734210526
2,200,100,0.8,GY,CTZ,CV_4,310,0,61,0,0.835579515,0,1,0,0.910425844,0,0.835579515
2,200,100,0.8,GY,CTX,CV_4,286,0,74,0,0.794444444,0,1,0,0.885448916,0,0.794444444
2,200,100,0.8,GY,AMP,CV_4,0,44,0,117,0,0.726708075,0,1,0,0.841726619,0.726708075
2,200,100,0.8,GY,AMX,CV_4,0,93,1,124,0,0.571428571,0,0.992,0,0.725146199,0.568807339
2,200,100,0.8,GY,AMC,CV_4,226,0,110,0,0.672619048,0,1,0,0.804270463,0,0.672619048
2,200,100,0.8,GY,CXM,CV_4,271,0,100,0,0.730458221,0,1,0,0.84423676,0,0.730458221
2,200,100,0.8,GY,CET,CV_4,4,56,0,101,1,0.643312102,0.066666667,1,0.125,0.782945736,0.652173913
2,200,100,0.8,GY,GEN,CV_4,312,0,59,0,0.84097035,0,1,0,0.913616398,0,0.84097035
2,200,100,0.8,GY,TBM,CV_4,111,0,50,0,0.689440994,0,1,0,0.816176471,0,0.689440994
2,200,100,0.8,GY,TMP,CV_4,84,5,61,11,0.579310345,0.6875,0.943820225,0.152777778,0.717948718,0.25,0.590062112
2,200,100,0.8,GY,CIP,CV_4,279,0,92,0,0.752021563,0,1,0,0.858461538,0,0.752021563
2,200,100,0.8,GS,CTZ,CV_1,324,0,63,0,0.837209302,0,1,0,0.911392405,0,0.837209302
2,200,100,0.8,GS,CTX,CV_1,295,0,76,0,0.795148248,0,1,0,0.885885886,0,0.795148248
2,200,100,0.8,GS,AMP,CV_1,0,38,0,130,0,0.773809524,0,1,0,0.872483221,0.773809524
2,200,100,0.8,GS,AMX,CV_1,0,80,0,138,0,0.633027523,0,1,0,0.775280899,0.633027523
2,200,100,0.8,GS,AMC,CV_1,232,0,104,0,0.69047619,0,1,0,0.816901408,0,0.69047619
2,200,100,0.8,GS,CXM,CV_1,289,0,98,0,0.746770026,0,1,0,0.855029586,0,0.746770026
2,200,100,0.8,GS,CET,CV_1,17,41,7,103,0.708333333,0.715277778,0.293103448,0.936363636,0.414634146,0.811023622,0.714285714
2,200,100,0.8,GS,GEN,CV_1,331,0,56,0,0.855297158,0,1,0,0.922005571,0,0.855297158
2,200,100,0.8,GS,TBM,CV_1,116,0,52,0,0.69047619,0,1,0,0.816901408,0,0.69047619
2,200,100,0.8,GS,TMP,CV_1,77,24,34,33,0.693693694,0.578947368,0.762376238,0.492537313,0.726415094,0.532258065,0.654761905
2,200,100,0.8,GS,CIP,CV_1,302,0,85,0,0.780361757,0,1,0,0.876632801,0,0.780361757
2,200,100,0.8,GS,CTZ,CV_2,318,0,69,0,0.821705426,0,1,0,0.90212766,0,0.821705426
2,200,100,0.8,GS,CTX,CV_2,290,0,81,0,0.781671159,0,1,0,0.877458396,0,0.781671159
2,200,100,0.8,GS,AMP,CV_2,0,48,0,120,0,0.714285714,0,1,0,0.833333333,0.714285714
2,200,100,0.8,GS,AMX,CV_2,0,81,0,137,0,0.628440367,0,1,0,0.771830986,0.628440367
2,200,100,0.8,GS,AMC,CV_2,221,0,115,0,0.657738095,0,1,0,0.793536804,0,0.657738095
2,200,100,0.8,GS,CXM,CV_2,280,0,107,0,0.723514212,0,1,0,0.83958021,0,0.723514212
2,200,100,0.8,GS,CET,CV_2,1,70,0,97,1,0.580838323,0.014084507,1,0.027777778,0.734848485,0.583333333
2,200,100,0.8,GS,GEN,CV_2,325,0,62,0,0.839793282,0,1,0,0.912921348,0,0.839793282
2,200,100,0.8,GS,TBM,CV_2,116,0,52,0,0.69047619,0,1,0,0.816901408,0,0.69047619
2,200,100,0.8,GS,TMP,CV_2,99,0,68,1,0.592814371,1,1,0.014492754,0.744360902,0.028571429,0.595238095
2,200,100,0.8,GS,CIP,CV_2,301,0,86,0,0.777777778,0,1,0,0.875,0,0.777777778
2,200,100,0.8,GS,CTZ,CV_3,306,0,81,0,0.790697674,0,1,0,0.883116883,0,0.790697674
2,200,100,0.8,GS,CTX,CV_3,290,0,81,0,0.781671159,0,1,0,0.877458396,0,0.781671159
2,200,100,0.8,GS,AMP,CV_3,0,45,0,123,0,0.732142857,0,1,0,0.845360825,0.732142857
2,200,100,0.8,GS,AMX,CV_3,0,88,0,130,0,0.596330275,0,1,0,0.747126437,0.596330275
2,200,100,0.8,GS,AMC,CV_3,234,0,102,0,0.696428571,0,1,0,0.821052632,0,0.696428571
2,200,100,0.8,GS,CXM,CV_3,269,0,118,0,0.695090439,0,1,0,0.820121951,0,0.695090439
2,200,100,0.8,GS,CET,CV_3,0,71,0,97,0,0.577380952,0,1,0,0.732075472,0.577380952
2,200,100,0.8,GS,GEN,CV_3,321,0,66,0,0.829457364,0,1,0,0.906779661,0,0.829457364
2,200,100,0.8,GS,TBM,CV_3,111,0,57,0,0.660714286,0,1,0,0.795698925,0,0.660714286
2,200,100,0.8,GS,TMP,CV_3,81,12,55,20,0.595588235,0.625,0.870967742,0.266666667,0.707423581,0.373831776,0.601190476
2,200,100,0.8,GS,CIP,CV_3,286,0,101,0,0.739018088,0,1,0,0.849925706,0,0.739018088
2,200,100,0.8,GS,CTZ,CV_4,324,0,63,0,0.837209302,0,1,0,0.911392405,0,0.837209302
2,200,100,0.8,GS,CTX,CV_4,296,0,75,0,0.797843666,0,1,0,0.887556222,0,0.797843666
2,200,100,0.8,GS,AMP,CV_4,0,48,0,120,0,0.714285714,0,1,0,0.833333333,0.714285714
2,200,100,0.8,GS,AMX,CV_4,6,87,7,118,0.461538462,0.575609756,0.064516129,0.944,0.113207547,0.715151515,0.568807339
2,200,100,0.8,GS,AMC,CV_4,226,0,110,0,0.672619048,0,1,0,0.804270463,0,0.672619048
2,200,100,0.8,GS,CXM,CV_4,285,0,102,0,0.736434109,0,1,0,0.848214286,0,0.736434109
2,200,100,0.8,GS,CET,CV_4,0,66,0,102,0,0.607142857,0,1,0,0.755555556,0.607142857
2,200,100,0.8,GS,GEN,CV_4,326,0,61,0,0.842377261,0,1,0,0.914446003,0,0.842377261
2,200,100,0.8,GS,TBM,CV_4,116,0,52,0,0.69047619,0,1,0,0.816901408,0,0.69047619
2,200,100,0.8,GS,TMP,CV_4,94,1,70,3,0.573170732,0.75,0.989473684,0.04109589,0.725868726,0.077922078,0.577380952
2,200,100,0.8,GS,CIP,CV_4,294,0,93,0,0.759689922,0,1,0,0.863436123,0,0.759689922
2,200,100,0.8,S,CTZ,CV_1,324,0,63,0,0.837209302,0,1,0,0.911392405,0,0.837209302
2,200,100,0.8,S,CTX,CV_1,295,0,76,0,0.795148248,0,1,0,0.885885886,0,0.795148248
2,200,100,0.8,S,AMP,CV_1,1,37,1,129,0.5,0.777108434,0.026315789,0.992307692,0.05,0.871621622,0.773809524
2,200,100,0.8,S,AMX,CV_1,7,73,9,129,0.4375,0.638613861,0.0875,0.934782609,0.145833333,0.758823529,0.623853211
2,200,100,0.8,S,AMC,CV_1,148,84,54,50,0.732673267,0.373134328,0.637931034,0.480769231,0.68202765,0.420168067,0.589285714
2,200,100,0.8,S,CXM,CV_1,289,0,98,0,0.746770026,0,1,0,0.855029586,0,0.746770026
2,200,100,0.8,S,CET,CV_1,16,42,8,102,0.666666667,0.708333333,0.275862069,0.927272727,0.390243902,0.803149606,0.702380952
2,200,100,0.8,S,GEN,CV_1,331,0,56,0,0.855297158,0,1,0,0.922005571,0,0.855297158
2,200,100,0.8,S,TBM,CV_1,116,0,52,0,0.69047619,0,1,0,0.816901408,0,0.69047619
2,200,100,0.8,S,TMP,CV_1,101,0,67,0,0.601190476,0,1,0,0.750929368,0,0.601190476
2,200,100,0.8,S,CIP,CV_1,302,0,85,0,0.780361757,0,1,0,0.876632801,0,0.780361757
2,200,100,0.8,S,CTZ,CV_2,318,0,69,0,0.821705426,0,1,0,0.90212766,0,0.821705426
2,200,100,0.8,S,CTX,CV_2,290,0,81,0,0.781671159,0,1,0,0.877458396,0,0.781671159
2,200,100,0.8,S,AMP,CV_2,0,48,0,120,0,0.714285714,0,1,0,0.833333333,0.714285714
2,200,100,0.8,S,AMX,CV_2,5,76,6,131,0.454545455,0.632850242,0.061728395,0.95620438,0.108695652,0.761627907,0.623853211
2,200,100,0.8,S,AMC,CV_2,221,0,115,0,0.657738095,0,1,0,0.793536804,0,0.657738095
2,200,100,0.8,S,CXM,CV_2,280,0,107,0,0.723514212,0,1,0,0.83958021,0,0.723514212
2,200,100,0.8,S,CET,CV_2,10,61,7,90,0.588235294,0.59602649,0.14084507,0.927835052,0.227272727,0.725806452,0.595238095
2,200,100,0.8,S,GEN,CV_2,325,0,62,0,0.839793282,0,1,0,0.912921348,0,0.839793282
2,200,100,0.8,S,TBM,CV_2,116,0,52,0,0.69047619,0,1,0,0.816901408,0,0.69047619
2,200,100,0.8,S,TMP,CV_2,89,10,54,15,0.622377622,0.6,0.898989899,0.217391304,0.73553719,0.319148936,0.619047619
2,200,100,0.8,S,CIP,CV_2,296,5,51,35,0.853025937,0.875,0.983388704,0.406976744,0.913580247,0.555555556,0.855297158
2,200,100,0.8,S,CTZ,CV_3,306,0,81,0,0.790697674,0,1,0,0.883116883,0,0.790697674
2,200,100,0.8,S,CTX,CV_3,290,0,81,0,0.781671159,0,1,0,0.877458396,0,0.781671159
2,200,100,0.8,S,AMP,CV_3,0,45,1,122,0,0.730538922,0,0.991869919,0,0.84137931,0.726190476
2,200,100,0.8,S,AMX,CV_3,27,61,30,100,0.473684211,0.621118012,0.306818182,0.769230769,0.372413793,0.687285223,0.582568807
2,200,100,0.8,S,AMC,CV_3,234,0,102,0,0.696428571,0,1,0,0.821052632,0,0.696428571
2,200,100,0.8,S,CXM,CV_3,269,0,118,0,0.695090439,0,1,0,0.820121951,0,0.695090439
2,200,100,0.8,S,CET,CV_3,2,69,3,94,0.4,0.576687117,0.028169014,0.969072165,0.052631579,0.723076923,0.571428571
2,200,100,0.8,S,GEN,CV_3,321,0,66,0,0.829457364,0,1,0,0.906779661,0,0.829457364
2,200,100,0.8,S,TBM,CV_3,111,0,57,0,0.660714286,0,1,0,0.795698925,0,0.660714286
2,200,100,0.8,S,TMP,CV_3,93,0,75,0,0.553571429,0,1,0,0.712643678,0,0.553571429
2,200,100,0.8,S,CIP,CV_3,286,0,101,0,0.739018088,0,1,0,0.849925706,0,0.739018088
2,200,100,0.8,S,CTZ,CV_4,324,0,63,0,0.837209302,0,1,0,0.911392405,0,0.837209302
2,200,100,0.8,S,CTX,CV_4,296,0,75,0,0.797843666,0,1,0,0.887556222,0,0.797843666
2,200,100,0.8,S,AMP,CV_4,0,48,0,120,0,0.714285714,0,1,0,0.833333333,0.714285714
2,200,100,0.8,S,AMX,CV_4,5,88,3,122,0.625,0.580952381,0.053763441,0.976,0.099009901,0.728358209,0.582568807
2,200,100,0.8,S,AMC,CV_4,225,1,110,0,0.671641791,0,0.995575221,0,0.802139037,0,0.669642857
2,200,100,0.8,S,CXM,CV_4,285,0,102,0,0.736434109,0,1,0,0.848214286,0,0.736434109
2,200,100,0.8,S,CET,CV_4,8,58,13,89,0.380952381,0.605442177,0.121212121,0.87254902,0.183908046,0.714859438,0.577380952
2,200,100,0.8,S,GEN,CV_4,326,0,61,0,0.842377261,0,1,0,0.914446003,0,0.842377261
2,200,100,0.8,S,TBM,CV_4,115,1,52,0,0.688622754,0,0.99137931,0,0.812720848,0,0.68452381
