Layes_Number,Node_Firest_Layer,Node_Middle_Layer,DropOut,Input_Feature,Antibiotic,Cross_Validation,TN,FP,FN,TP,S.PRC,S.RCL,R.PRC,R.RCL,S.FSc,R.FSc,Accuracy
6,400,100,1,SY,GEN,CV_2,309,7,59,2,0.839673913,0.222222222,0.977848101,0.032786885,0.903508772,0.057142857,0.824933687
6,400,100,1,SY,TBM,CV_2,90,16,15,33,0.857142857,0.673469388,0.849056604,0.6875,0.853080569,0.680412371,0.798701299
6,400,100,1,SY,TMP,CV_2,46,39,16,53,0.741935484,0.576086957,0.541176471,0.768115942,0.62585034,0.658385093,0.642857143
6,400,100,1,SY,CIP,CV_2,280,11,34,52,0.891719745,0.825396825,0.962199313,0.604651163,0.925619835,0.697986577,0.880636605
6,400,100,1,SY,CTZ,CV_3,290,9,75,6,0.794520548,0.4,0.969899666,0.074074074,0.873493976,0.125,0.778947368
6,400,100,1,SY,CTX,CV_3,271,4,61,19,0.81626506,0.826086957,0.985454545,0.2375,0.89291598,0.368932039,0.816901408
6,400,100,1,SY,AMP,CV_3,17,24,16,101,0.515151515,0.808,0.414634146,0.863247863,0.459459459,0.834710744,0.746835443
6,400,100,1,SY,AMX,CV_3,48,40,51,79,0.484848485,0.663865546,0.545454545,0.607692308,0.513368984,0.634538153,0.582568807
6,400,100,1,SY,AMC,CV_3,184,50,47,55,0.796536797,0.523809524,0.786324786,0.539215686,0.791397849,0.531400966,0.711309524
6,400,100,1,SY,CXM,CV_3,234,28,92,26,0.717791411,0.481481481,0.893129771,0.220338983,0.795918367,0.302325581,0.684210526
6,400,100,1,SY,CET,CV_3,45,18,30,65,0.6,0.78313253,0.714285714,0.684210526,0.652173913,0.730337079,0.696202532
6,400,100,1,SY,GEN,CV_3,312,2,61,5,0.836461126,0.714285714,0.993630573,0.075757576,0.908296943,0.136986301,0.834210526
6,400,100,1,SY,TBM,CV_3,97,7,29,25,0.76984127,0.78125,0.932692308,0.462962963,0.843478261,0.581395349,0.772151899
6,400,100,1,SY,TMP,CV_3,69,15,35,39,0.663461538,0.722222222,0.821428571,0.527027027,0.734042553,0.609375,0.683544304
6,400,100,1,SY,CIP,CV_3,276,3,45,56,0.859813084,0.949152542,0.989247312,0.554455446,0.92,0.7,0.873684211
6,400,100,1,SY,CTZ,CV_4,304,6,58,3,0.839779006,0.333333333,0.980645161,0.049180328,0.904761905,0.085714286,0.827493261
6,400,100,1,SY,CTX,CV_4,279,7,56,18,0.832835821,0.72,0.975524476,0.243243243,0.898550725,0.363636364,0.825
6,400,100,1,SY,AMP,CV_4,18,26,29,88,0.382978723,0.771929825,0.409090909,0.752136752,0.395604396,0.761904762,0.658385093
6,400,100,1,SY,AMX,CV_4,41,52,36,89,0.532467532,0.631205674,0.440860215,0.712,0.482352941,0.669172932,0.596330275
6,400,100,1,SY,AMC,CV_4,189,37,78,32,0.707865169,0.463768116,0.836283186,0.290909091,0.76673428,0.357541899,0.657738095
6,400,100,1,SY,CXM,CV_4,250,21,73,27,0.773993808,0.5625,0.922509225,0.27,0.841750842,0.364864865,0.746630728
6,400,100,1,SY,CET,CV_4,37,23,28,73,0.569230769,0.760416667,0.616666667,0.722772277,0.592,0.741116751,0.683229814
6,400,100,1,SY,GEN,CV_4,311,1,58,1,0.842818428,0.5,0.996794872,0.016949153,0.913362702,0.032786885,0.84097035
6,400,100,1,SY,TBM,CV_4,95,16,22,28,0.811965812,0.636363636,0.855855856,0.56,0.833333333,0.595744681,0.763975155
6,400,100,1,SY,TMP,CV_4,69,20,36,36,0.657142857,0.642857143,0.775280899,0.5,0.711340206,0.5625,0.652173913
6,400,100,1,SY,CIP,CV_4,274,5,38,54,0.878205128,0.915254237,0.982078853,0.586956522,0.927241963,0.715231788,0.884097035
6,400,100,1,GY,CTZ,CV_1,289,22,36,26,0.889230769,0.541666667,0.92926045,0.419354839,0.908805031,0.472727273,0.844504021
6,400,100,1,GY,CTX,CV_1,260,27,18,57,0.935251799,0.678571429,0.905923345,0.76,0.920353982,0.716981132,0.875690608
6,400,100,1,GY,AMP,CV_1,26,8,29,94,0.472727273,0.921568627,0.764705882,0.764227642,0.584269663,0.835555556,0.76433121
6,400,100,1,GY,AMX,CV_1,59,21,34,104,0.634408602,0.832,0.7375,0.753623188,0.682080925,0.790874525,0.747706422
6,400,100,1,GY,AMC,CV_1,175,57,43,61,0.802752294,0.516949153,0.754310345,0.586538462,0.777777778,0.54954955,0.702380952
6,400,100,1,GY,CXM,CV_1,255,21,57,40,0.817307692,0.655737705,0.923913043,0.412371134,0.867346939,0.506329114,0.790884718
6,400,100,1,GY,CET,CV_1,29,21,17,90,0.630434783,0.810810811,0.58,0.841121495,0.604166667,0.825688073,0.757961783
6,400,100,1,GY,GEN,CV_1,302,18,26,27,0.920731707,0.6,0.94375,0.509433962,0.932098765,0.551020408,0.882037534
6,400,100,1,GY,TBM,CV_1,91,16,16,34,0.85046729,0.68,0.85046729,0.68,0.85046729,0.68,0.796178344
6,400,100,1,GY,TMP,CV_1,73,20,13,51,0.848837209,0.718309859,0.784946237,0.796875,0.815642458,0.755555556,0.789808917
6,400,100,1,GY,CIP,CV_1,278,10,17,68,0.942372881,0.871794872,0.965277778,0.8,0.953687822,0.834355828,0.927613941
6,400,100,1,GY,CTZ,CV_2,289,20,30,38,0.905956113,0.655172414,0.935275081,0.558823529,0.920382166,0.603174603,0.867374005
6,400,100,1,GY,CTX,CV_2,272,12,50,31,0.844720497,0.720930233,0.957746479,0.382716049,0.897689769,0.5,0.830136986
6,400,100,1,GY,AMP,CV_2,28,15,23,88,0.549019608,0.854368932,0.651162791,0.792792793,0.595744681,0.822429907,0.753246753
6,400,100,1,GY,AMX,CV_2,55,26,36,101,0.604395604,0.795275591,0.679012346,0.737226277,0.639534884,0.765151515,0.71559633
6,400,100,1,GY,AMC,CV_2,184,37,59,56,0.757201646,0.602150538,0.832579186,0.486956522,0.793103448,0.538461538,0.714285714
6,400,100,1,GY,CXM,CV_2,254,17,49,57,0.838283828,0.77027027,0.937269373,0.537735849,0.885017422,0.633333333,0.824933687
6,400,100,1,GY,CET,CV_2,44,14,24,72,0.647058824,0.837209302,0.75862069,0.75,0.698412698,0.791208791,0.753246753
6,400,100,1,GY,GEN,CV_2,308,8,39,22,0.887608069,0.733333333,0.974683544,0.360655738,0.929110106,0.483516484,0.875331565
6,400,100,1,GY,TBM,CV_2,95,11,14,34,0.871559633,0.755555556,0.896226415,0.708333333,0.88372093,0.731182796,0.837662338
6,400,100,1,GY,TMP,CV_2,76,9,14,55,0.844444444,0.859375,0.894117647,0.797101449,0.868571429,0.827067669,0.850649351
6,400,100,1,GY,CIP,CV_2,272,19,21,65,0.928327645,0.773809524,0.934707904,0.755813953,0.931506849,0.764705882,0.893899204
6,400,100,1,GY,CTZ,CV_3,285,14,60,21,0.826086957,0.6,0.953177258,0.259259259,0.885093168,0.362068966,0.805263158
6,400,100,1,GY,CTX,CV_3,264,11,40,40,0.868421053,0.784313725,0.96,0.5,0.911917098,0.610687023,0.856338028
6,400,100,1,GY,AMP,CV_3,27,14,24,93,0.529411765,0.869158879,0.658536585,0.794871795,0.586956522,0.830357143,0.759493671
6,400,100,1,GY,AMX,CV_3,52,36,24,106,0.684210526,0.746478873,0.590909091,0.815384615,0.634146341,0.779411765,0.724770642
6,400,100,1,GY,AMC,CV_3,187,47,57,45,0.766393443,0.489130435,0.799145299,0.441176471,0.782426778,0.463917526,0.69047619
6,400,100,1,GY,CXM,CV_3,240,22,77,41,0.757097792,0.650793651,0.916030534,0.347457627,0.829015544,0.453038674,0.739473684
6,400,100,1,GY,CET,CV_3,50,13,26,69,0.657894737,0.841463415,0.793650794,0.726315789,0.71942446,0.779661017,0.753164557
6,400,100,1,GY,GEN,CV_3,301,13,34,32,0.898507463,0.711111111,0.958598726,0.484848485,0.927580894,0.576576577,0.876315789
6,400,100,1,GY,TBM,CV_3,90,14,16,38,0.849056604,0.730769231,0.865384615,0.703703704,0.857142857,0.716981132,0.810126582
6,400,100,1,GY,TMP,CV_3,71,13,33,41,0.682692308,0.759259259,0.845238095,0.554054054,0.755319149,0.640625,0.708860759
6,400,100,1,GY,CIP,CV_3,273,6,28,73,0.906976744,0.924050633,0.978494624,0.722772277,0.94137931,0.811111111,0.910526316
6,400,100,1,GY,CTZ,CV_4,300,10,44,17,0.872093023,0.62962963,0.967741935,0.278688525,0.917431193,0.386363636,0.854447439
6,400,100,1,GY,CTX,CV_4,275,11,47,27,0.854037267,0.710526316,0.961538462,0.364864865,0.904605263,0.482142857,0.838888889
6,400,100,1,GY,AMP,CV_4,21,23,27,90,0.4375,0.796460177,0.477272727,0.769230769,0.456521739,0.782608696,0.689440994
6,400,100,1,GY,AMX,CV_4,54,39,27,98,0.666666667,0.715328467,0.580645161,0.784,0.620689655,0.748091603,0.697247706
6,400,100,1,GY,AMC,CV_4,185,41,69,41,0.728346457,0.5,0.818584071,0.372727273,0.770833333,0.427083333,0.672619048
6,400,100,1,GY,CXM,CV_4,255,16,65,35,0.796875,0.68627451,0.94095941,0.35,0.862944162,0.463576159,0.781671159
6,400,100,1,GY,CET,CV_4,39,21,21,80,0.65,0.792079208,0.65,0.792079208,0.65,0.792079208,0.739130435
6,400,100,1,GY,GEN,CV_4,278,34,30,29,0.902597403,0.46031746,0.891025641,0.491525424,0.896774194,0.475409836,0.827493261
6,400,100,1,GY,TBM,CV_4,97,14,18,32,0.843478261,0.695652174,0.873873874,0.64,0.85840708,0.666666667,0.801242236
6,400,100,1,GY,TMP,CV_4,76,13,24,48,0.76,0.786885246,0.853932584,0.666666667,0.804232804,0.721804511,0.770186335
6,400,100,1,GY,CIP,CV_4,274,5,21,71,0.928813559,0.934210526,0.982078853,0.77173913,0.954703833,0.845238095,0.929919137
6,400,100,1,GS,CTZ,CV_1,291,33,21,42,0.932692308,0.56,0.898148148,0.666666667,0.91509434,0.608695652,0.860465116
6,400,100,1,GS,CTX,CV_1,288,7,29,47,0.90851735,0.87037037,0.976271186,0.618421053,0.941176471,0.723076923,0.90296496
6,400,100,1,GS,AMP,CV_1,28,10,31,99,0.474576271,0.908256881,0.736842105,0.761538462,0.577319588,0.828451883,0.755952381
6,400,100,1,GS,AMX,CV_1,60,20,34,104,0.638297872,0.838709677,0.75,0.753623188,0.689655172,0.79389313,0.752293578
6,400,100,1,GS,AMC,CV_1,148,84,36,68,0.804347826,0.447368421,0.637931034,0.653846154,0.711538462,0.53125,0.642857143
6,400,100,1,GS,CXM,CV_1,264,25,37,61,0.877076412,0.709302326,0.91349481,0.62244898,0.894915254,0.663043478,0.839793282
6,400,100,1,GS,CET,CV_1,39,19,29,81,0.573529412,0.81,0.672413793,0.736363636,0.619047619,0.771428571,0.714285714
6,400,100,1,GS,GEN,CV_1,290,41,16,40,0.947712418,0.49382716,0.876132931,0.714285714,0.910518053,0.583941606,0.852713178
6,400,100,1,GS,TBM,CV_1,106,10,18,34,0.85483871,0.772727273,0.913793103,0.653846154,0.883333333,0.708333333,0.833333333
6,400,100,1,GS,TMP,CV_1,86,15,22,45,0.796296296,0.75,0.851485149,0.671641791,0.822966507,0.708661417,0.779761905
6,400,100,1,GS,CIP,CV_1,277,25,12,73,0.958477509,0.744897959,0.917218543,0.858823529,0.937394247,0.797814208,0.904392765
6,400,100,1,GS,CTZ,CV_2,298,20,30,39,0.908536585,0.661016949,0.937106918,0.565217391,0.922600619,0.609375,0.870801034
6,400,100,1,GS,CTX,CV_2,273,17,33,48,0.892156863,0.738461538,0.94137931,0.592592593,0.916107383,0.657534247,0.865229111
6,400,100,1,GS,AMP,CV_2,35,13,29,91,0.546875,0.875,0.729166667,0.758333333,0.625,0.8125,0.75
6,400,100,1,GS,AMX,CV_2,52,29,33,104,0.611764706,0.781954887,0.641975309,0.759124088,0.626506024,0.77037037,0.71559633
6,400,100,1,GS,AMC,CV_2,172,49,62,53,0.735042735,0.519607843,0.778280543,0.460869565,0.756043956,0.488479263,0.669642857
6,400,100,1,GS,CXM,CV_2,240,40,35,72,0.872727273,0.642857143,0.857142857,0.672897196,0.864864865,0.657534247,0.80620155
6,400,100,1,GS,CET,CV_2,53,18,27,70,0.6625,0.795454545,0.746478873,0.721649485,0.701986755,0.756756757,0.732142857
6,400,100,1,GS,GEN,CV_2,305,20,24,38,0.927051672,0.655172414,0.938461538,0.612903226,0.932721713,0.633333333,0.88630491
6,400,100,1,GS,TBM,CV_2,104,12,18,34,0.852459016,0.739130435,0.896551724,0.653846154,0.87394958,0.693877551,0.821428571
6,400,100,1,GS,TMP,CV_2,83,16,9,60,0.902173913,0.789473684,0.838383838,0.869565217,0.869109948,0.827586207,0.851190476
6,400,100,1,GS,CIP,CV_2,266,35,15,71,0.946619217,0.669811321,0.88372093,0.825581395,0.914089347,0.739583333,0.870801034
6,400,100,1,GS,CTZ,CV_3,287,19,36,45,0.888544892,0.703125,0.937908497,0.555555556,0.912559618,0.620689655,0.857881137
6,400,100,1,GS,CTX,CV_3,269,21,21,60,0.927586207,0.740740741,0.927586207,0.740740741,0.927586207,0.740740741,0.886792453
6,400,100,1,GS,AMP,CV_3,35,10,29,94,0.546875,0.903846154,0.777777778,0.764227642,0.642201835,0.828193833,0.767857143
6,400,100,1,GS,AMX,CV_3,65,23,23,107,0.738636364,0.823076923,0.738636364,0.823076923,0.738636364,0.823076923,0.788990826
6,400,100,1,GS,AMC,CV_3,188,46,51,51,0.786610879,0.525773196,0.803418803,0.5,0.794926004,0.512562814,0.711309524
6,400,100,1,GS,CXM,CV_3,240,29,50,68,0.827586207,0.701030928,0.892193309,0.576271186,0.858676208,0.63255814,0.795865633
6,400,100,1,GS,CET,CV_3,59,12,35,62,0.627659574,0.837837838,0.830985915,0.639175258,0.715151515,0.725146199,0.720238095
6,400,100,1,GS,GEN,CV_3,312,9,39,27,0.888888889,0.75,0.971962617,0.409090909,0.928571429,0.529411765,0.875968992
6,400,100,1,GS,TBM,CV_3,97,14,15,42,0.866071429,0.75,0.873873874,0.736842105,0.869955157,0.743362832,0.827380952
6,400,100,1,GS,TMP,CV_3,73,20,17,58,0.811111111,0.743589744,0.784946237,0.773333333,0.797814208,0.758169935,0.779761905
6,400,100,1,GS,CIP,CV_3,278,8,20,81,0.932885906,0.91011236,0.972027972,0.801980198,0.952054795,0.852631579,0.927648579
6,400,100,1,GS,CTZ,CV_4,309,15,33,30,0.903508772,0.666666667,0.953703704,0.476190476,0.927927928,0.555555556,0.875968992
6,400,100,1,GS,CTX,CV_4,269,27,24,51,0.918088737,0.653846154,0.908783784,0.68,0.913412564,0.666666667,0.862533693
6,400,100,1,GS,AMP,CV_4,26,22,26,94,0.5,0.810344828,0.541666667,0.783333333,0.52,0.796610169,0.714285714
6,400,100,1,GS,AMX,CV_4,61,32,33,92,0.64893617,0.741935484,0.655913978,0.736,0.652406417,0.738955823,0.701834862
6,400,100,1,GS,AMC,CV_4,179,47,65,45,0.733606557,0.489130435,0.792035398,0.409090909,0.761702128,0.445544554,0.666666667
6,400,100,1,GS,CXM,CV_4,241,44,34,68,0.876363636,0.607142857,0.845614035,0.666666667,0.860714286,0.635514019,0.798449612
6,400,100,1,GS,CET,CV_4,52,14,28,74,0.65,0.840909091,0.787878788,0.725490196,0.712328767,0.778947368,0.75
6,400,100,1,GS,GEN,CV_4,305,21,28,33,0.915915916,0.611111111,0.935582822,0.540983607,0.925644917,0.573913043,0.873385013
6,400,100,1,GS,TBM,CV_4,100,16,12,40,0.892857143,0.714285714,0.862068966,0.769230769,0.877192982,0.740740741,0.833333333
6,400,100,1,GS,TMP,CV_4,80,15,17,56,0.824742268,0.788732394,0.842105263,0.767123288,0.833333333,0.777777778,0.80952381
6,400,100,1,GS,CIP,CV_4,276,18,19,74,0.93559322,0.804347826,0.93877551,0.795698925,0.937181664,0.8,0.904392765
6,400,100,1,S,CTZ,CV_1,319,5,51,12,0.862162162,0.705882353,0.984567901,0.19047619,0.919308357,0.3,0.855297158
6,400,100,1,S,CTX,CV_1,285,10,35,41,0.890625,0.803921569,0.966101695,0.539473684,0.926829268,0.645669291,0.878706199
6,400,100,1,S,AMP,CV_1,27,11,31,99,0.465517241,0.9,0.710526316,0.761538462,0.5625,0.825,0.75
6,400,100,1,S,AMX,CV_1,47,33,49,89,0.489583333,0.729508197,0.5875,0.644927536,0.534090909,0.684615385,0.623853211
6,400,100,1,S,AMC,CV_1,169,63,50,54,0.771689498,0.461538462,0.728448276,0.519230769,0.749445676,0.488687783,0.663690476
6,400,100,1,S,CXM,CV_1,249,40,55,43,0.819078947,0.518072289,0.861591696,0.43877551,0.839797639,0.475138122,0.754521964
6,400,100,1,S,CET,CV_1,31,27,31,79,0.5,0.745283019,0.534482759,0.718181818,0.516666667,0.731481481,0.654761905
6,400,100,1,S,GEN,CV_1,298,33,30,26,0.908536585,0.440677966,0.900302115,0.464285714,0.904400607,0.452173913,0.837209302
6,400,100,1,S,TBM,CV_1,90,26,22,30,0.803571429,0.535714286,0.775862069,0.576923077,0.789473684,0.555555556,0.714285714
6,400,100,1,S,TMP,CV_1,82,19,38,29,0.683333333,0.604166667,0.811881188,0.432835821,0.742081448,0.504347826,0.660714286
6,400,100,1,S,CIP,CV_1,277,25,21,64,0.929530201,0.719101124,0.917218543,0.752941176,0.923333333,0.735632184,0.881136951
6,400,100,1,S,CTZ,CV_2,300,18,56,13,0.842696629,0.419354839,0.943396226,0.188405797,0.890207715,0.26,0.80878553
6,400,100,1,S,CTX,CV_2,273,17,34,47,0.889250814,0.734375,0.94137931,0.580246914,0.914572864,0.648275862,0.862533693
6,400,100,1,S,AMP,CV_2,23,25,22,98,0.511111111,0.796747967,0.479166667,0.816666667,0.494623656,0.806584362,0.720238095
6,400,100,1,S,AMX,CV_2,60,21,62,75,0.491803279,0.78125,0.740740741,0.547445255,0.591133005,0.643776824,0.619266055
6,400,100,1,S,AMC,CV_2,175,46,64,51,0.732217573,0.525773196,0.791855204,0.443478261,0.760869565,0.481132075,0.672619048
6,400,100,1,S,CXM,CV_2,264,16,63,44,0.80733945,0.733333333,0.942857143,0.411214953,0.86985173,0.526946108,0.795865633
6,400,100,1,S,CET,CV_2,45,26,29,68,0.608108108,0.723404255,0.633802817,0.701030928,0.620689655,0.712041885,0.672619048
6,400,100,1,S,GEN,CV_2,313,12,44,18,0.8767507,0.6,0.963076923,0.290322581,0.917888563,0.391304348,0.855297158
6,400,100,1,S,TBM,CV_2,99,17,21,31,0.825,0.645833333,0.853448276,0.596153846,0.838983051,0.62,0.773809524
6,400,100,1,S,TMP,CV_2,76,23,23,46,0.767676768,0.666666667,0.767676768,0.666666667,0.767676768,0.666666667,0.726190476
6,400,100,1,S,CIP,CV_2,272,29,18,68,0.937931034,0.701030928,0.903654485,0.790697674,0.920473773,0.743169399,0.878552972
6,400,100,1,S,CTZ,CV_3,300,6,62,19,0.828729282,0.76,0.980392157,0.234567901,0.898203593,0.358490566,0.824289406
6,400,100,1,S,CTX,CV_3,284,6,58,23,0.830409357,0.793103448,0.979310345,0.283950617,0.898734177,0.418181818,0.827493261
6,400,100,1,S,AMP,CV_3,18,27,22,101,0.45,0.7890625,0.4,0.821138211,0.423529412,0.804780876,0.708333333
6,400,100,1,S,AMX,CV_3,49,39,48,82,0.505154639,0.67768595,0.556818182,0.630769231,0.52972973,0.653386454,0.600917431
6,400,100,1,S,AMC,CV_3,186,48,56,46,0.768595041,0.489361702,0.794871795,0.450980392,0.781512605,0.469387755,0.69047619
6,400,100,1,S,CXM,CV_3,244,25,70,48,0.777070064,0.657534247,0.907063197,0.406779661,0.837049743,0.502617801,0.754521964
6,400,100,1,S,CET,CV_3,54,17,32,65,0.627906977,0.792682927,0.76056338,0.670103093,0.687898089,0.726256983,0.708333333
6,400,100,1,S,GEN,CV_3,283,38,35,31,0.889937107,0.449275362,0.881619938,0.46969697,0.885758998,0.459259259,0.811369509
6,400,100,1,S,TBM,CV_3,103,8,28,29,0.786259542,0.783783784,0.927927928,0.50877193,0.851239669,0.617021277,0.785714286
6,400,100,1,S,TMP,CV_3,65,28,34,41,0.656565657,0.594202899,0.698924731,0.546666667,0.677083333,0.569444444,0.630952381
6,400,100,1,S,CIP,CV_3,273,13,41,60,0.869426752,0.821917808,0.954545455,0.594059406,0.91,0.689655172,0.860465116
6,400,100,1,S,CTZ,CV_4,312,12,53,10,0.854794521,0.454545455,0.962962963,0.158730159,0.905660377,0.235294118,0.832041344
6,400,100,1,S,CTX,CV_4,284,12,42,33,0.871165644,0.733333333,0.959459459,0.44,0.91318328,0.55,0.854447439
6,400,100,1,S,AMP,CV_4,16,32,14,106,0.533333333,0.768115942,0.333333333,0.883333333,0.41025641,0.821705426,0.726190476
6,400,100,1,S,AMX,CV_4,63,30,62,63,0.504,0.677419355,0.677419355,0.504,0.577981651,0.577981651,0.577981651
6,400,100,1,S,AMC,CV_4,168,58,55,55,0.753363229,0.486725664,0.743362832,0.5,0.748329621,0.493273543,0.663690476
6,400,100,1,S,CXM,CV_4,262,23,61,41,0.811145511,0.640625,0.919298246,0.401960784,0.861842105,0.493975904,0.782945736
6,400,100,1,S,CET,CV_4,46,20,35,67,0.567901235,0.770114943,0.696969697,0.656862745,0.62585034,0.708994709,0.672619048
6,400,100,1,S,GEN,CV_4,306,20,41,20,0.88184438,0.5,0.938650307,0.327868852,0.90936107,0.396039604,0.842377261
6,400,100,1,S,TBM,CV_4,99,17,23,29,0.81147541,0.630434783,0.853448276,0.557692308,0.831932773,0.591836735,0.761904762
6,400,100,1,S,TMP,CV_4,80,15,44,29,0.64516129,0.659090909,0.842105263,0.397260274,0.730593607,0.495726496,0.648809524
6,400,100,1,S,CIP,CV_4,284,10,43,50,0.868501529,0.833333333,0.965986395,0.537634409,0.914653784,0.653594771,0.863049096
6,400,100,1,G,CTZ,CV_1,309,15,34,29,0.900874636,0.659090909,0.953703704,0.46031746,0.926536732,0.542056075,0.873385013
6,400,100,1,G,CTX,CV_1,276,19,24,52,0.92,0.732394366,0.93559322,0.684210526,0.927731092,0.707482993,0.884097035
6,400,100,1,G,AMP,CV_1,28,10,36,94,0.4375,0.903846154,0.736842105,0.723076923,0.549019608,0.803418803,0.726190476
6,400,100,1,G,AMX,CV_1,63,17,40,98,0.611650485,0.852173913,0.7875,0.710144928,0.68852459,0.774703557,0.73853211
6,400,100,1,G,AMC,CV_1,182,50,47,57,0.794759825,0.53271028,0.784482759,0.548076923,0.789587852,0.54028436,0.711309524
6,400,100,1,G,CXM,CV_1,275,14,44,54,0.862068966,0.794117647,0.951557093,0.551020408,0.904605263,0.65060241,0.850129199
6,400,100,1,G,CET,CV_1,44,14,22,88,0.666666667,0.862745098,0.75862069,0.8,0.709677419,0.830188679,0.785714286
6,400,100,1,G,GEN,CV_1,308,23,22,34,0.933333333,0.596491228,0.930513595,0.607142857,0.931921331,0.601769912,0.88372093
6,400,100,1,G,TBM,CV_1,95,21,21,31,0.818965517,0.596153846,0.818965517,0.596153846,0.818965517,0.596153846,0.75
6,400,100,1,G,TMP,CV_1,79,22,18,49,0.81443299,0.690140845,0.782178218,0.731343284,0.797979798,0.710144928,0.761904762
6,400,100,1,G,CIP,CV_1,290,12,17,68,0.944625407,0.85,0.960264901,0.8,0.952380952,0.824242424,0.925064599
6,400,100,1,G,CTZ,CV_2,307,11,38,31,0.889855072,0.738095238,0.965408805,0.449275362,0.926093514,0.558558559,0.873385013
6,400,100,1,G,CTX,CV_2,274,16,34,47,0.88961039,0.746031746,0.944827586,0.580246914,0.91638796,0.652777778,0.865229111
6,400,100,1,G,AMP,CV_2,33,15,22,98,0.6,0.867256637,0.6875,0.816666667,0.640776699,0.841201717,0.779761905
6,400,100,1,G,AMX,CV_2,51,30,37,100,0.579545455,0.769230769,0.62962963,0.729927007,0.603550296,0.74906367,0.69266055
6,400,100,1,G,AMC,CV_2,173,48,52,63,0.768888889,0.567567568,0.78280543,0.547826087,0.775784753,0.557522124,0.702380952
6,400,100,1,G,CXM,CV_2,233,47,30,77,0.885931559,0.620967742,0.832142857,0.719626168,0.858195212,0.666666667,0.801033592
6,400,100,1,G,CET,CV_2,50,21,24,73,0.675675676,0.776595745,0.704225352,0.75257732,0.689655172,0.764397906,0.732142857
6,400,100,1,G,GEN,CV_2,310,15,22,40,0.93373494,0.727272727,0.953846154,0.64516129,0.943683409,0.683760684,0.904392765
6,400,100,1,G,TBM,CV_2,107,9,14,38,0.884297521,0.808510638,0.922413793,0.730769231,0.902953586,0.767676768,0.863095238
6,400,100,1,G,TMP,CV_2,79,20,12,57,0.868131868,0.74025974,0.797979798,0.826086957,0.831578947,0.780821918,0.80952381
6,400,100,1,G,CIP,CV_2,289,12,22,64,0.92926045,0.842105263,0.96013289,0.744186047,0.944444444,0.790123457,0.912144703
6,400,100,1,G,CTZ,CV_3,272,34,36,45,0.883116883,0.569620253,0.888888889,0.555555556,0.885993485,0.5625,0.819121447
6,400,100,1,G,CTX,CV_3,283,7,32,49,0.898412698,0.875,0.975862069,0.604938272,0.93553719,0.715328467,0.894878706
6,400,100,1,G,AMP,CV_3,34,11,27,96,0.557377049,0.897196262,0.755555556,0.780487805,0.641509434,0.834782609,0.773809524
6,400,100,1,G,AMX,CV_3,60,28,29,101,0.674157303,0.782945736,0.681818182,0.776923077,0.677966102,0.77992278,0.73853211
6,400,100,1,G,AMC,CV_3,195,39,60,42,0.764705882,0.518518519,0.833333333,0.411764706,0.797546012,0.459016393,0.705357143
6,400,100,1,G,CXM,CV_3,241,28,55,63,0.814189189,0.692307692,0.895910781,0.533898305,0.853097345,0.602870813,0.785529716
6,400,100,1,G,CET,CV_3,55,16,23,74,0.705128205,0.822222222,0.774647887,0.762886598,0.738255034,0.79144385,0.767857143
6,400,100,1,G,GEN,CV_3,306,15,27,39,0.918918919,0.722222222,0.953271028,0.590909091,0.935779817,0.65,0.891472868
6,400,100,1,G,TBM,CV_3,104,7,22,35,0.825396825,0.833333333,0.936936937,0.614035088,0.877637131,0.707070707,0.827380952
6,400,100,1,G,TMP,CV_3,75,18,17,58,0.815217391,0.763157895,0.806451613,0.773333333,0.810810811,0.768211921,0.791666667
6,400,100,1,G,CIP,CV_3,268,18,13,88,0.953736655,0.830188679,0.937062937,0.871287129,0.945326279,0.850241546,0.919896641
6,400,100,1,G,CTZ,CV_4,315,9,45,18,0.875,0.666666667,0.972222222,0.285714286,0.921052632,0.4,0.860465116
6,400,100,1,G,CTX,CV_4,271,25,27,48,0.909395973,0.657534247,0.915540541,0.64,0.912457912,0.648648649,0.859838275
6,400,100,1,G,AMP,CV_4,20,28,18,102,0.526315789,0.784615385,0.416666667,0.85,0.465116279,0.816,0.726190476
6,400,100,1,G,AMX,CV_4,60,33,33,92,0.64516129,0.736,0.64516129,0.736,0.64516129,0.736,0.697247706
6,400,100,1,G,AMC,CV_4,185,41,70,40,0.725490196,0.49382716,0.818584071,0.363636364,0.769230769,0.418848168,0.669642857
6,400,100,1,G,CXM,CV_4,264,21,41,61,0.86557377,0.743902439,0.926315789,0.598039216,0.894915254,0.663043478,0.839793282
6,400,100,1,G,CET,CV_4,53,13,25,77,0.679487179,0.855555556,0.803030303,0.754901961,0.736111111,0.802083333,0.773809524
6,400,100,1,G,GEN,CV_4,297,29,23,38,0.928125,0.567164179,0.911042945,0.62295082,0.919504644,0.59375,0.865633075
6,400,100,1,G,TBM,CV_4,108,8,16,36,0.870967742,0.818181818,0.931034483,0.692307692,0.9,0.75,0.857142857
6,400,100,1,G,TMP,CV_4,82,13,24,49,0.773584906,0.790322581,0.863157895,0.671232877,0.815920398,0.725925926,0.779761905
6,400,100,1,G,CIP,CV_4,275,19,15,78,0.948275862,0.804123711,0.93537415,0.838709677,0.941780822,0.821052632,0.912144703
